TMCode,店舗名,Status,開店日,都道府県,郵便番号,都道府県,市区町村,それ以下,Category,販路,パートナー先
3321,ケーズデンキ 函館本店,OPEN,2018/5/1,北海道,041-0806,北海道,函館市,美原3丁目52番1号,CES,ライクスタッフィング,ケーズホールディングス
3331,ケーズデンキ 近江八幡店,OPEN,2018/5/1,滋賀県,523-0891,滋賀県,近江八幡市,鷹飼町160番-14,CES,ヒト・コミュニケーションズ,ケーズホールディングス
3341,エディオン 豊橋店,OPEN,2018/4/26,愛知県,440-0851,愛知県,豊橋市,前田南町1丁目6-1,CES,ヒト・コミュニケーションズ,株式会社エディオン
3351,ビックカメラ 藤沢店,OPEN,2018/5/25,神奈川県,251-0052,神奈川県,藤沢市,藤沢559,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
3361,エディオン 西尾店,OPEN,2018/5/25,愛知県,445-0872,愛知県,西尾市,矢曽根町長配8番地,CES,ヒト・コミュニケーションズ,株式会社エディオン
3371,ケーズデンキ オーツーパーク稲毛店,OPEN,2018/5/25,千葉県,263-0051,千葉県,千葉市,稲毛区園生町380-1,CES,ウィルオブ・ワーク,ケーズホールディングス
3381,ジョーシン 加古川店,OPEN,2018/5/30,兵庫県,675-0131,兵庫県,加古川市,別府町新野辺440-1,CES,リクルートスタッフィング,上新電機株式会社
3391,ジョーシン 平野うりわり店,OPEN,2018/5/30,大阪府,547-0024,大阪府,大阪市,平野区瓜破4-2-8,CES,リクルートスタッフィング,上新電機株式会社
3401,ジョーシン 伊丹昆陽イオンモール店,OPEN,2018/5/30,兵庫県,664-0027,兵庫県,伊丹市,池尻4-1-1,CES,ウィルオブ・ワーク,上新電機株式会社
3411,ケーズデンキ 足立店,OPEN,2018/6/1,東京都,120-0046,東京都,足立区,小台1-20-6,CES,パーソルマーケティング,ケーズホールディングス
3421,ケーズデンキ 尼崎店,OPEN,2018/6/1,兵庫県,661-0975,兵庫県,尼崎市,下坂部3丁目2-30,CES,パーソルマーケティング,ケーズホールディングス
3431,ケーズデンキ 向日町店,OPEN,2018/6/1,京都府,617-0006,京都府,向日市,上植野町尻引1-3,CES,ヒト・コミュニケーションズ,ケーズホールディングス
3441,エディオン 藤枝店,OPEN,2018/6/1,静岡県,426-0031,静岡県,藤枝市,築地570番地1,CES,ウィルオブ・ワーク,株式会社エディオン
3451,エディオン 鹿児島南店,OPEN,2018/6/7,鹿児島県,890-0073,鹿児島県,鹿児島市,宇宿2丁目2-18,CES,パーソルマーケティング,株式会社エディオン
3461,エディオン 豊中店,OPEN,2018/6/7,大阪府,561-0821,大阪府,豊中市,日出町2-2-18,CES,ヒト・コミュニケーションズ,株式会社エディオン
3471,ジョーシン 大垣イオンモール店,OPEN,2018/6/7,岐阜県,503-0933,岐阜県,大垣市,外野2-100,CES,ウィルオブ・ワーク,上新電機株式会社
3481,ジョーシン 亀岡店,OPEN,2018/6/9,京都府,621-0806,京都府,亀岡市,余部町樋又80番地,CES,ヒト・コミュニケーションズ,上新電機株式会社
3501,エディオン イオンモール鈴鹿店,OPEN,2018/6/14,三重県,513-0834,三重県,鈴鹿市,庄野羽山4-1-2,CES,ウィルオブ・ワーク,株式会社エディオン
3511,エディオン ゆめタウン宇部店,OPEN,2018/6/15,山口県,759-0213,山口県,宇部市,黒石北3丁目3-45,CES,ウィルオブ・ワーク,株式会社エディオン
3521,ケーズデンキ 入間店,OPEN,2018/6/15,埼玉県,358-0012,埼玉県,入間市,東藤沢2-12-27,CES,パーソルマーケティング,ケーズホールディングス
3531,ケーズデンキ 星川店,OPEN,2018/6/15,神奈川県,240-0001,神奈川県,横浜市,保士ヶ谷区川辺町2-13,CES,ウィルオブ・ワーク,ケーズホールディングス
3541,ケーズデンキ 上尾店,OPEN,2018/6/15,埼玉県,362-0005,埼玉県,上尾市,大字西門前字芝道252-1,CES,パーソルマーケティング,ケーズホールディングス
3561,エディオン 西宮店,OPEN,2018/6/15,兵庫県,662-0842,兵庫県,西宮市,芦原町9-23,CES,ヒト・コミュニケーションズ,株式会社エディオン
3571,ジョーシン 近江今津店,OPEN,2018/6/22,滋賀県,520-1621,滋賀県,高島市,今津町今津1688,CES,ウィルオブ・ワーク,上新電機株式会社
3581,エディオン 津山本店,OPEN,2018/6/22,岡山県,708-0841,岡山県,津山市,川崎147,CES,ヒト・コミュニケーションズ,株式会社エディオン
3591,コジマ×ビックカメラ 梶ヶ谷店,OPEN,2018/6/20,神奈川県,213-0015,神奈川県,川崎市,高津区梶ヶ谷2-2-3,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
3601,コジマ×ビックカメラ 柏店,OPEN,2018/6/19,千葉県,277-0837,千葉県,柏市,大山台1-10,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
3611,コジマ×ビックカメラ 新座店,OPEN,2018/6/30,埼玉県,352-0011,埼玉県,新座市,野火止6-1-10,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
3621,ジョーシン 多治見店,OPEN,2018/6/28,岐阜県,507-0022,岐阜県,多治見市,上山町1-176,CES,ウィルオブ・ワーク,上新電機株式会社
3631,ビックカメラ 天神2号館,OPEN,2018/6/28,福岡県,810-0001,福岡県,福岡市,中央区天神2-4-5,CES,リクルートスタッフィング,株式会社ビックカメラ
3641,エディオン イオン秦野店,OPEN,2018/6/29,神奈川県,257-0041,神奈川県,秦野市,入船町12-1,CES,ウィルオブ・ワーク,株式会社エディオン
3651,ビックカメラ ラゾーナ川崎店,OPEN,2018/7/6,神奈川県,212-0013,神奈川県,川崎市,幸区堀川町72-1,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
3661,コジマ×ビックカメラ 静岡店,OPEN,2018/6/23,静岡県,422-8004,静岡県,静岡市,駿河区国吉田1-1-57,CES,ウィルオブ・ワーク,株式会社ビックカメラ
3671,コジマ×ビックカメラ 南砂町SUNAMO店,OPEN,2018/6/28,東京都,136-0075,東京都,江東区,新砂3-4-31,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
3681,楽天モバイル イオン岡崎南店,OPEN,2018/6/28,愛知県,444-0840,愛知県,岡崎市,戸崎町字ばら山1-1,PS,CNX,コネクシオ
3691,楽天モバイル 入間店,OPEN,2018/7/2,埼玉県,358-0008,埼玉県,入間市,河原町2-1,PS,トシコーポレーション,トシコーポレーション
3701,ケーズデンキ 仙台港店,OPEN,2018/6/21,宮城県,983-0013,宮城県,仙台市,宮城野区中野3丁目5番地の4,CES,ヒト・コミュニケーションズ,ケーズホールディングス
3711,ケーズデンキ みどり店,OPEN,2018/6/21,群馬県,379-2311,群馬県,みどり市,笠懸町阿左美1481-1,CES,ライクスタッフィング,ケーズホールディングス
3721,ジョーシン 長岡愛宕店,OPEN,2018/6/29,新潟県,940-0037,新潟県,長岡市,東栄1-3-28,CES,ライクスタッフィング,上新電機株式会社
3741,ジョーシン 和泉中央店,OPEN,2018/6/29,大阪府,594-0041,大阪府,和泉市,いぶき野三丁目15番7号,CES,リクルートスタッフィング,上新電機株式会社
3751,ケーズデンキ 岐阜宇佐店,OPEN,2018/6/28,岐阜県,500-8367,岐阜県,岐阜市,宇佐南1-7-1,CES,ウィルオブ・ワーク,ケーズホールディングス
3761,100満ボルト 福井本店,OPEN,2018/7/6,福井県,910-0838,福井県,福井市,新保北1丁目601番地,CES,ヒト・コミュニケーションズ,株式会社エディオン
3771,エディオン 飯田インター店,OPEN,2018/7/13,長野県,395-0152,長野県,飯田市,育良町1-2-1,CES,ヒト・コミュニケーションズ,株式会社エディオン
3811,ジョーシン 木曽川イオンモール店,OPEN,2018/7/6,愛知県,493-0001,愛知県,一宮市,木曽川町黒田字南八ツケ池25-1,CES,リクルートスタッフィング,上新電機株式会社
3821,ジョーシン クロスモール豊川店,OPEN,2018/7/6,愛知県,442-0823,愛知県,豊川市,正岡町池田694-1,CES,リクルートスタッフィング,上新電機株式会社
3831,ジョーシン 船橋イオンモール店,OPEN,2018/7/6,千葉県,273-0045,千葉県,船橋市,山手1-1-8,CES,ウィルオブ・ワーク,上新電機株式会社
3841,エディオン 御影店,OPEN,2018/7/6,兵庫県,658-0046,兵庫県,神戸市,東灘区御影本町4-2-1,CES,ヒト・コミュニケーションズ,株式会社エディオン
3851,ケーズデンキ 福山駅家店,OPEN,2018/7/12,広島県,720-1133,広島県,福山市,駅家町近田217-1,CES,ウィルオブ・ワーク,ケーズホールディングス
3861,ケーズデンキ 久留米店,OPEN,2018/7/19,福岡県,839-0809,福岡県,久留米市,東合川5丁目3番26号,CES,パーソルマーケティング,ケーズホールディングス
3881,ジョーシン 新大阪店,OPEN,2018/7/13,大阪府,532-0004,大阪府,大阪市,淀川区西宮原2-2-17,CES,ヒト・コミュニケーションズ,上新電機株式会社
3891,ジョーシン 東大阪店,OPEN,2018/7/13,大阪府,578-0944,大阪府,東大阪市,若江西新町3-1-7,CES,リクルートスタッフィング,上新電機株式会社
3901,ジョーシン 東香里店,OPEN,2018/7/13,大阪府,573-0073,大阪府,枚方市,高田1-20-50,CES,リクルートスタッフィング,上新電機株式会社
3911,ジョーシン 稲沢店,OPEN,2018/7/11,愛知県,492-8601,愛知県,稲沢市,長野7-1-2,CES,リクルートスタッフィング,上新電機株式会社
3921,ビックカメラ JR京都駅店,OPEN,2018/7/12,京都府,600-8216,京都府,京都市,下京区東塩小路町927,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
3931,ビックカメラ 浜松店,OPEN,2018/7/13,静岡県,430-0926,静岡県,浜松市,中区砂山町322-1,CES,ウィルオブ・ワーク,株式会社ビックカメラ
3941,エディオン 廿日市店,OPEN,2018/7/13,広島県,738-0024,広島県,廿日市市,新宮1-9-34,CES,リクルートスタッフィング,株式会社エディオン
3951,エディオン イオンモール熊本店,OPEN,2018/7/20,熊本県,861-3106,熊本県,上益城郡,嘉島町大字上島字長池2232,CES,パーソルマーケティング,株式会社エディオン
3961,エディオン モザイクモール港北店,OPEN,2018/7/20,神奈川県,224-0003,神奈川県,横浜市,都筑区中川中央1丁目31番1号,CES,ウィルオブ・ワーク,株式会社エディオン
3971,エディオン 横浜店,OPEN,2018/7/20,神奈川県,231-0057,神奈川県,横浜市,中区曙町3-39-1,CES,ウィルオブ・ワーク,株式会社エディオン
3981,エディオン 尾張旭店,OPEN,2018/7/21,愛知県,488-0044,愛知県,尾張旭市,南本地ケ原町三丁目143番地,CES,ヒト・コミュニケーションズ,株式会社エディオン
3991,ケーズデンキ 東仙台店,OPEN,2018/7/26,宮城県,983-0833,宮城県,仙台市,宮城野区東仙台4-14-5,CES,パーソルマーケティング,ケーズホールディングス
4001,ケーズデンキ 大崎古川本店,OPEN,2018/7/27,宮城県,989-6135,宮城県,大崎市,古川穂波2-9-15,CES,パーソルマーケティング,ケーズホールディングス
4011,ケーズデンキ 多摩ニュータウン店,OPEN,2018/7/26,東京都,192-0363,東京都,八王子市,別所2-39-5,CES,パーソルマーケティング,ケーズホールディングス
4021,ケーズデンキ 三田ウッディタウン店,OPEN,2018/7/27,兵庫県,669-1321,兵庫県,三田市,けやき台1-2-2,CES,パーソルマーケティング,ケーズホールディングス
4031,ケーズデンキ 中津店,OPEN,2018/8/2,大分県,871-0007,大分県,中津市,蛎瀬1105,CES,パーソルマーケティング,ケーズホールディングス
4041,エディオン 経塚シティ店,OPEN,2018/7/28,沖縄県,901-2111,沖縄県,浦添市,経塚652,CES,ヒト・コミュニケーションズ,株式会社エディオン
4051,エディオン ゆめタウン高松店,OPEN,2018/7/29,香川県,761-8056,香川県,高松市,上天神町字高田362-1,CES,ウィルオブ・ワーク,株式会社エディオン
4061,エディオン イオンタウン刈谷店,OPEN,2018/8/1,愛知県,448-0007,愛知県,刈谷市,東境町京和1番地,CES,リクルートスタッフィング,株式会社エディオン
4071,エディオン 高槻宮田店,OPEN,2018/8/10,大阪府,569-1142,大阪府,高槻市,宮田町1丁目2-1,CES,ヒト・コミュニケーションズ,株式会社エディオン
4081,ジョーシン 外環柏原店,OPEN,2018/8/10,大阪府,582-0001,大阪府,柏原市,本郷5-969,CES,リクルートスタッフィング,上新電機株式会社
4091,ジョーシン 名谷ダイエー店,OPEN,2018/8/10,兵庫県,654-0154,兵庫県,神戸市,須磨区中落合2-2-2,CES,ヒト・コミュニケーションズ,上新電機株式会社
4101,ジョーシン 三国ヶ丘店,OPEN,2018/8/10,大阪府,591-8031,大阪府,堺市,北区百舌鳥梅北町1-25-1,CES,ヒト・コミュニケーションズ,上新電機株式会社
4111,ジョーシン 厚木下荻野店,OPEN,2018/8/23,神奈川県,243-0203,神奈川県,厚木市,下荻野1200-1,CES,ウィルオブ・ワーク,上新電機株式会社
4121,ジョーシン 松戸店,OPEN,2018/8/23,千葉県,270-0023,千葉県,松戸市,八ケ崎8-35-17,CES,ウィルオブ・ワーク,上新電機株式会社
4131,ジョーシン アピタ長久手店,OPEN,2018/8/23,愛知県,480-1124,愛知県,長久手市,戸田谷901-1,CES,リクルートスタッフィング,上新電機株式会社
4141,ケーズデンキ 松山藤原店,OPEN,2018/8/2,愛媛県,790-0035,愛媛県,松山市,藤原2-4-44,CES,リクルートスタッフィング,ケーズホールディングス
4151,ケーズデンキ 藍住店,OPEN,2018/8/2,徳島県,771-1265,徳島県,板野郡,藍住町住吉字千鳥ヶ浜17-1,CES,ウィルオブ・ワーク,ケーズホールディングス
4161,100満ボルト 札幌清田店,OPEN,2018/8/10,北海道,004-0839,北海道,札幌市,清田区真栄56番地,CES,ヒト・コミュニケーションズ,株式会社エディオン
4171,エディオン 垂水店,OPEN,2018/8/10,兵庫県,655-0052,兵庫県,神戸市,垂水区舞多聞東2丁目1-45 ,CES,パーソルマーケティング,株式会社エディオン
4181,エディオン ニッケパークタウン店,OPEN,2018/8/24,兵庫県,675-0066,兵庫県,加古川市,加古川町寺家町173-1,CES,パーソルマーケティング,株式会社エディオン
4191,ケーズデンキ 鹿屋店,OPEN,2018/8/2,鹿児島県,893-0022,鹿児島県,鹿屋市,旭原町3591-16,CES,パーソルマーケティング,ケーズホールディングス
4201,エディオン 円町店,OPEN,2018/8/24,京都府,604-8463,京都府,京都市,中京区西ノ京西円町55-1,CES,ヒト・コミュニケーションズ,株式会社エディオン
4211,ジョーシン 明石店,OPEN,2018/8/24,兵庫県,673-0028,兵庫県,明石市,硯町3丁目12-50,CES,リクルートスタッフィング,上新電機株式会社
4221,ケーズデンキ 福島南本店,OPEN,2018/8/8,福島県,960-8151,福島県,福島市,太平寺字児子塚87,CES,パーソルマーケティング,ケーズホールディングス
4231,エディオン おしくま店,OPEN,2018/8/18,奈良県,631-0011,奈良県,奈良市,押熊町605,CES,ヒト・コミュニケーションズ,株式会社エディオン
4241,エディオン 東川原店,OPEN,2018/8/24,岡山県,703-8255,岡山県,岡山市,中区東川原215-1,CES,パーソルマーケティング,株式会社エディオン
4261,コジマ×ビックカメラ 池上店,OPEN,2018/8/31,東京都,146-0082,東京都,大田区,池上3-2-1,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
4281,コジマ×ビックカメラ 葛飾店,OPEN,2018/8/30,東京都,124-0012,東京都,葛飾区,立石4丁目10-1,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
4291,コジマ×ビックカメラ 江戸川店,OPEN,2018/8/30,東京都,132-0021,東京都,江戸川区,中央1丁目8-4,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
