update,area1,area2,day,spot,ruby,atr,
,関西,大阪府,,大阪メトロ千日前線 小路駅～北巽駅間,おおさかめとろせんにちまえせん こみちえき～きたたつみえきかん,鉄道,
,関西,大阪府,,大阪メトロ千日前線 新深江駅,おおさかめとろせんにちまえせん しんふかええき,鉄道,
,関西,大阪府,,大阪メトロ千日前線 新深江駅～小路駅間,おおさかめとろせんにちまえせん しんふかええき～こみちえきかん,鉄道,
,関西,大阪府,,大阪メトロ千日前線 西長堀駅～桜川駅間,おおさかめとろせんにちまえせん にしながほりえき～さくらがわえきかん,鉄道,
,関西,大阪府,,大阪メトロ千日前線 谷町九丁目駅～鶴橋駅間,おおさかめとろせんにちまえせん たにまちきゅうちょうめえき～つるはしえきかん,鉄道,
,関西,大阪府,,大阪メトロ千日前線 鶴橋駅～今里駅間,おおさかめとろせんにちまえせん つるはしえき～いまさとえきかん,鉄道,
,関西,大阪府,,大阪メトロ千日前線 南巽駅,おおさかめとろせんにちまえせん みなみたつみえき,鉄道,
,関西,大阪府,,大阪メトロ千日前線 日本橋駅～谷町九丁目駅間,おおさかめとろせんにちまえせん にほんばしえき～たにまちきゅうちょうめえきかん,鉄道,
,関西,大阪府,,大阪メトロ千日前線 北巽駅,おおさかめとろせんにちまえせん きたたつみえき,鉄道,
,関西,大阪府,,大阪メトロ千日前線 北巽駅～南巽駅間,おおさかめとろせんにちまえせん きたたつみえき～みなみたつみえきかん,鉄道,
,関西,大阪府,,大阪メトロ千日前線 野田阪神駅～玉川駅間,おおさかめとろせんにちまえせん のだはんしんえき～たまがわえきかん,鉄道,
,関西,大阪府,,大阪メトロ谷町線 阿倍野駅,おおさかめとろたにまちせん あべのえき,鉄道,
,関西,大阪府,,大阪メトロ谷町線 阿倍野駅～文の里駅間,おおさかめとろたにまちせん あべのえき～ふみのさとえきかん,鉄道,
,関西,大阪府,,大阪メトロ谷町線 四天王寺前夕陽ヶ丘駅～天王寺駅間,おおさかめとろたにまちせん してんのうじまえゆうひがおかえき～てんのうじえきかん,鉄道,
,関西,大阪府,,大阪メトロ谷町線 谷町九丁目駅～四天王寺前夕陽ヶ丘駅間,おおさかめとろたにまちせん たにまちきゅうちょうめえき～してんのうじまえゆうひがおかえきかん,鉄道,
,関西,大阪府,,大阪メトロ谷町線 谷町四丁目駅～谷町六丁目駅間,おおさかめとろたにまちせん たにまちよんちょうめえき～たにまちろくちょうめえきかん,鉄道,
,関西,大阪府,,大阪メトロ谷町線 谷町六丁目駅～谷町九丁目駅間,おおさかめとろたにまちせん たにまちろくちょうめえき～たにまちきゅうちょうめえきかん,鉄道,
,関西,大阪府,,大阪メトロ谷町線 天王寺駅,おおさかめとろたにまちせん てんのうじえき,鉄道,
,関西,大阪府,,大阪メトロ谷町線 天王寺駅～阿倍野駅間,おおさかめとろたにまちせん てんのうじえき～あべのえきかん,鉄道,
,関西,大阪府,,大阪メトロ谷町線 天満橋駅～谷町四丁目駅間,おおさかめとろたにまちせん てんまばしえき～たにまちよんちょうめえきかん,鉄道,
,関西,大阪府,,大阪メトロ谷町線 東梅田駅～南森町駅間,おおさかめとろたにまちせん ひがしうめだえき～みなみもりまちえきかん,鉄道,
,関西,大阪府,,大阪メトロ谷町線 南森町駅～天満橋駅間,おおさかめとろたにまちせん みなみもりまちえき～てんまばしえきかん,鉄道,
,関西,大阪府,,大阪メトロ谷町線 文の里駅,おおさかめとろたにまちせん ふみのさとえき,鉄道,
,関西,大阪府,,大阪メトロ谷町線 文の里駅～田辺駅間,おおさかめとろたにまちせん ふみのさとえき～たなべえきかん,鉄道,
,関西,大阪府,,大阪メトロ中央線 コスモスクエア駅,おおさかめとろちゅうおうせん こすもすくえあえき,鉄道,
,関西,大阪府,,大阪メトロ中央線 阿波座駅～本町駅間,おおさかめとろちゅうおうせん あわざえき～ほんまちえきかん,鉄道,
,関西,大阪府,,大阪メトロ中央線 九条駅～阿波座駅間,おおさかめとろちゅうおうせん くじょうえき～あわざえきかん,鉄道,
,関西,大阪府,,大阪メトロ中央線 高井田駅,おおさかめとろちゅうおうせん たかいだえき,鉄道,
,関西,大阪府,,大阪メトロ中央線 高井田駅～長田駅間,おおさかめとろちゅうおうせん たかいだえき～ながたえきかん,鉄道,
,関西,大阪府,,大阪メトロ中央線 堺筋本町駅,おおさかめとろちゅうおうせん さかいすじほんまちえき,鉄道,
,関西,大阪府,,大阪メトロ中央線 堺筋本町駅～谷町四丁目駅間,おおさかめとろちゅうおうせん さかいすじほんまちえき～たにまちよんちょうめえきかん,鉄道,
,関西,大阪府,,大阪メトロ中央線 森ノ宮駅,おおさかめとろちゅうおうせん もりのみやえき,鉄道,
,関西,大阪府,,大阪メトロ中央線 森ノ宮駅～緑橋駅間,おおさかめとろちゅうおうせん もりのみやえき～みどりばしえきかん,鉄道,
,関西,大阪府,,大阪メトロ中央線 深江橋駅,おおさかめとろちゅうおうせん ふかえばしえき,鉄道,
,関西,大阪府,,大阪メトロ中央線 深江橋駅～高井田駅間,おおさかめとろちゅうおうせん ふかえばしえき～たかいだえきかん,鉄道,
,関西,大阪府,,大阪メトロ中央線 谷町四丁目駅～森ノ宮駅間,おおさかめとろちゅうおうせん たにまちよんちょうめえき～もりのみやえきかん,鉄道,
,関西,大阪府,,大阪メトロ中央線 長田駅,おおさかめとろちゅうおうせん ながたえき,鉄道,
,関西,大阪府,,大阪メトロ中央線 本町駅,おおさかめとろちゅうおうせん ほんまちえき,鉄道,
,関西,大阪府,,大阪メトロ中央線 本町駅～堺筋本町駅間,おおさかめとろちゅうおうせん ほんまちえき～さかいすじほんまちえきかん,鉄道,
,関西,大阪府,,大阪メトロ中央線 緑橋駅,おおさかめとろちゅうおうせん みどりばしえき,鉄道,
,関西,大阪府,,大阪メトロ中央線 緑橋駅～深江橋駅間,おおさかめとろちゅうおうせん みどりばしえき～ふかえばしえきかん,鉄道,
,関西,大阪府,,大阪メトロ長堀鶴見緑地線 ドーム前千代崎駅～西長堀駅間,おおさかめとろながほりつるみりょくちせん どーむまえちよざきえき～にしながほりえきかん,鉄道,
,関西,大阪府,,大阪メトロ長堀鶴見緑地線 横堤駅,おおさかめとろながほりつるみりょくちせん よこつつみえき,鉄道,
,関西,大阪府,,大阪メトロ長堀鶴見緑地線 横堤駅～鶴見緑地駅間,おおさかめとろながほりつるみりょくちせん よこづつみえき～つるみりょくちえきかん,鉄道,
,関西,大阪府,,大阪メトロ長堀鶴見緑地線 蒲生四丁目駅,おおさかめとろながほりつるみりょくちせん がもうよんちょうめえき,鉄道,
,関西,大阪府,,大阪メトロ長堀鶴見緑地線 蒲生四丁目駅～今福鶴見駅間,おおさかめとろながほりつるみりょくちせん がもうよんちょうめえき～いまふくつるみえきかん,鉄道,
,関西,大阪府,,大阪メトロ長堀鶴見緑地線 京橋駅,おおさかめとろながほりつるみりょくちせん きょうばしえき,鉄道,
,関西,大阪府,,大阪メトロ長堀鶴見緑地線 京橋駅～蒲生四丁目駅間,おおさかめとろながほりつるみりょくちせん きょうばしえき～がもうよんちょうめえきかん,鉄道,
,関西,大阪府,,大阪メトロ長堀鶴見緑地線 玉造駅～森ノ宮駅間,おおさかめとろながほりつるみりょくちせん たまつくりえき～もりのみやえきかん,鉄道,
,関西,大阪府,,大阪メトロ長堀鶴見緑地線 今福鶴見駅,おおさかめとろながほりつるみりょくちせん いまふくつるみえき,鉄道,
,関西,大阪府,,大阪メトロ長堀鶴見緑地線 今福鶴見駅～横堤駅間,おおさかめとろながほりつるみりょくちせん いまふくつるみえき～よこづつみえきかん,鉄道,
,関西,大阪府,,大阪メトロ長堀鶴見緑地線 松屋町駅～谷町六丁目駅間,おおさかめとろながほりつるみりょくちせん まつやまちえき～たにまちろくちょうめえきかん,鉄道,
,関西,大阪府,,大阪メトロ長堀鶴見緑地線 心斎橋駅～長堀橋駅間,おおさかめとろながほりつるみりょくちせん しんさいばしえき～ながほりばしえきかん,鉄道,
,関西,大阪府,,大阪メトロ長堀鶴見緑地線 森ノ宮駅,おおさかめとろながほりつるみりょくちせん もりのみやえき,鉄道,
,関西,大阪府,,大阪メトロ長堀鶴見緑地線 森ノ宮駅～大阪ビジネスパーク駅間,おおさかめとろながほりつるみりょくちせん もりのみやえき～おおさかびじねすぱーくえきかん,鉄道,
,関西,大阪府,,大阪メトロ長堀鶴見緑地線 西大橋駅～心斎橋駅間,おおさかめとろながほりつるみりょくちせん にしおおはしえき～しんさいばしえきかん,鉄道,
,関西,大阪府,,大阪メトロ長堀鶴見緑地線 西長堀駅～西大橋駅間,おおさかめとろながほりつるみりょくちせん にしながほりえき～にしおおはしえきかん,鉄道,
,関西,大阪府,,大阪メトロ長堀鶴見緑地線 大阪ビジネスパーク駅,おおさかめとろながほりつるみりょくちせん おおさかびじねすぱーくえき,鉄道,
,関西,大阪府,,大阪メトロ長堀鶴見緑地線 大阪ビジネスパーク駅～京橋駅間,おおさかめとろながほりつるみりょくちせん おおさかびじねすぱーくえき～きょうばしえきかん,鉄道,
,関西,大阪府,,大阪メトロ長堀鶴見緑地線 大正駅～ドーム前千代崎駅間,おおさかめとろながほりつるみりょくちせん たいしょうえき～どーむまえちよざきえきかん,鉄道,
,関西,大阪府,,大阪メトロ長堀鶴見緑地線 谷町六丁目駅～玉造駅間,おおさかめとろながほりつるみりょくちせん たにまちろくちょうめえき～たまつくりえきかん,鉄道,
,関西,大阪府,,大阪メトロ長堀鶴見緑地線 長堀橋駅～松屋町駅間,おおさかめとろながほりつるみりょくちせん ながほりばしえき～まつやまちえきかん,鉄道,
,関西,大阪府,,大阪メトロ長堀鶴見緑地線 鶴見緑地駅,おおさかめとろながほりつるみりょくちせん つるみりょくちえき,鉄道,
,関西,大阪府,,大阪メトロ長堀鶴見緑地線 鶴見緑地駅～門真南駅間,おおさかめとろながほりつるみりょくちせん つるみりょくちえき～かどまみなみえきかん,鉄道,
,関西,大阪府,,大阪メトロ長堀鶴見緑地線 門真南駅,おおさかめとろながほりつるみりょくちせん かどまみなみえき,鉄道,
,関西,大阪府,,南海高野線 難波駅,なんかいこうやせん なんばえき,鉄道,
,関西,大阪府,,南海本線 難波駅,なんかいほんせん なんばえき,鉄道,
,関西,大阪府,,南港ポートタウン線 コスモスクエア駅,なんこうぽーとたうんせん こすもすくえあえき,鉄道,
,関西,大阪府,,大阪メトロ御堂筋線 天王寺駅,おおさかめとろみどうすじせん てんのうじえき,鉄道,
